Date,Open,High,Low,Close,Adj Close,Volume
2015-09-14,3.865000,3.886300,3.836300,3.868200,3.868200,0
2015-09-15,3.810700,3.868100,3.785500,3.810700,3.810700,0
2015-09-16,3.858100,3.861000,3.818800,3.859700,3.859700,0
2015-09-17,3.831200,3.902800,3.806800,3.828600,3.828600,0
2015-09-18,3.893200,3.919600,3.863100,3.891400,3.891400,0
2015-09-21,3.917400,3.993000,3.917400,3.939000,3.939000,0
2015-09-22,3.952700,4.056100,3.952700,3.981400,3.981400,0
2015-09-23,4.047400,4.138300,4.011500,4.047700,4.047700,0
2015-09-24,4.173800,4.241100,4.144100,4.175100,4.175100,0
2015-09-25,3.933500,4.001900,3.882300,3.933000,3.933000,0
2015-09-28,3.971300,4.036800,3.970800,3.967600,3.967600,0
2015-09-29,4.103800,4.144300,4.071400,4.103700,4.103700,0
2015-09-30,4.054900,4.060000,3.950300,4.054400,4.054400,0
2015-10-01,3.945500,3.993100,3.934800,3.945700,3.945700,0
2015-10-02,3.999300,4.037300,3.957200,3.998800,3.998800,0
2015-10-05,3.926300,3.944900,3.883700,3.927500,3.927500,0
2015-10-06,3.910900,3.937700,3.827100,3.909900,3.909900,0
2015-10-07,3.850400,3.852900,3.786900,3.849000,3.849000,0
2015-10-08,3.879400,3.903700,3.817400,3.880300,3.880300,0
2015-10-09,3.780800,3.783200,3.720100,3.781900,3.781900,0
2015-10-12,3.761500,3.763500,3.738000,3.759100,3.759100,0
2015-10-13,3.760000,3.846300,3.735900,3.760500,3.760500,0
2015-10-14,3.888800,3.890100,3.832200,3.888800,3.888800,0
2015-10-15,3.806700,3.869100,3.778100,3.807100,3.807100,0
2015-10-16,3.793300,3.856100,3.790200,3.792500,3.792500,0
2015-10-19,3.914600,3.927200,3.860600,3.920700,3.920700,0
2015-10-20,3.886300,3.888300,3.843600,3.887800,3.887800,0
2015-10-21,3.873000,3.960300,3.873000,3.902300,3.902300,0
2015-10-22,3.935800,3.958300,3.902300,3.936700,3.936700,0
2015-10-23,3.902500,3.924500,3.861600,3.902300,3.902300,0
2015-10-26,3.871300,3.893800,3.824600,3.875600,3.875600,0
2015-10-27,3.903700,3.927200,3.884200,3.903900,3.903900,0
2015-10-28,3.883900,3.904700,3.858200,3.883400,3.883400,0
2015-10-29,3.896300,3.952500,3.892500,3.897200,3.897200,0
2015-10-30,3.844100,3.884000,3.825000,3.844700,3.844700,0
2015-11-02,3.838600,3.853700,3.833100,3.851400,3.851400,0
2015-11-03,3.870600,3.870600,3.775700,3.870200,3.870200,0
2015-11-04,3.767600,3.810300,3.744400,3.767100,3.767100,0
2015-11-05,3.793500,3.812700,3.764300,3.795600,3.795600,0
2015-11-06,3.778500,3.836800,3.758700,3.780100,3.780100,0
2015-11-09,3.776500,3.800200,3.761500,3.766300,3.766300,0
2015-11-10,3.797700,3.818600,3.770600,3.799100,3.799100,0
2015-11-11,3.745000,3.760900,3.703300,3.745400,3.745400,0
2015-11-12,3.763400,3.819800,3.743000,3.762900,3.762900,0
2015-11-13,3.766800,3.822500,3.759100,3.766900,3.766900,0
2015-11-16,3.862200,3.862200,3.816900,3.840600,3.840600,0
2015-11-17,3.825100,3.826100,3.783500,3.825600,3.825600,0
2015-11-18,3.807600,3.809100,3.769600,3.808300,3.808300,0
2015-11-19,3.767700,3.768000,3.715900,3.767100,3.767100,0
2015-11-20,3.761600,3.761600,3.701700,3.761200,3.761200,0
2015-11-23,3.700200,3.734000,3.688100,3.699600,3.699600,0
2015-11-24,3.728700,3.740400,3.691300,3.728900,3.728900,0
2015-11-25,3.695600,3.801300,3.690900,3.696200,3.696200,0
2015-11-26,3.740500,3.763500,3.730900,3.739400,3.739400,0
2015-11-27,3.739600,3.765700,3.712800,3.738400,3.738400,0
2015-11-30,3.841400,3.910500,3.727400,3.841400,3.841400,0
2015-12-01,3.867100,3.898900,3.831100,3.866600,3.866600,0
2015-12-02,3.850100,3.860700,3.835400,3.850600,3.850600,0
2015-12-03,3.832200,3.832200,3.769500,3.832300,3.832300,0
2015-12-04,3.756200,3.783400,3.720500,3.755900,3.755900,0
2015-12-07,3.755000,3.771600,3.725800,3.751000,3.751000,0
2015-12-08,3.759900,3.815500,3.742300,3.759500,3.759500,0
2015-12-09,3.815200,3.816300,3.717000,3.814500,3.814500,0
2015-12-10,3.743600,3.779900,3.736200,3.742700,3.742700,0
2015-12-11,3.807700,3.884000,3.800400,3.807800,3.807800,0
2015-12-14,3.868000,3.918800,3.858800,3.812700,3.812700,0
2015-12-15,3.883500,3.889500,3.847500,3.884400,3.884400,0
2015-12-16,3.906500,3.959800,3.899300,3.905900,3.905900,0
2015-12-17,3.892700,3.912400,3.855700,3.892900,3.892900,0
2015-12-18,3.875700,3.932700,3.871800,3.876300,3.876300,0
2015-12-21,3.976700,4.035300,3.958600,3.978400,3.978400,0
2015-12-22,4.011800,4.012900,3.956300,4.011400,4.011400,0
2015-12-23,3.984200,3.992700,3.952300,3.985200,3.985200,0
2015-12-24,3.940900,3.941600,3.932900,3.941000,3.941000,0
2015-12-25,3.912800,3.912800,3.912800,3.913000,3.913000,0
2015-12-28,3.909800,3.959000,3.875100,3.908200,3.908200,0
2015-12-29,3.855400,3.865800,3.836000,3.855100,3.855100,0
2015-12-30,3.864100,3.999200,3.849800,3.864100,3.864100,0
2015-12-31,3.956600,3.960000,3.955500,3.956700,3.956700,0
2016-01-01,3.950000,3.950000,3.950000,3.950000,3.950000,0
2016-01-04,3.960500,4.059400,3.955700,3.949100,3.949100,0
2016-01-05,4.037100,4.053100,3.995700,4.037300,4.037300,0
2016-01-06,4.027100,4.050500,4.006000,4.026900,4.026900,0
2016-01-07,4.020900,4.068700,4.018400,4.019900,4.019900,0
2016-01-08,4.041700,4.043400,4.002200,4.041500,4.041500,0
2016-01-11,4.020100,4.046900,3.992400,3.993200,3.993200,0
2016-01-12,4.050300,4.051900,4.007500,4.050400,4.050400,0
2016-01-13,4.025100,4.026200,3.966800,4.025200,4.025200,0
2016-01-14,4.014400,4.036800,3.986800,4.014100,4.014100,0
2016-01-15,4.005900,4.055400,4.002600,4.005900,4.005900,0
2016-01-18,4.042900,4.048300,4.013500,4.004300,4.004300,0
2016-01-19,4.052400,4.055700,3.998100,4.052300,4.052300,0
2016-01-20,4.058400,4.109400,4.057000,4.058400,4.058400,0
2016-01-21,4.101600,4.166900,4.097400,4.101400,4.101400,0
2016-01-22,4.153800,4.154200,4.099600,4.153500,4.153500,0
2016-01-25,4.092400,4.092900,4.088000,4.089500,4.089500,0
2016-01-26,4.087200,4.117500,4.055700,4.087900,4.087900,0
2016-01-27,4.068400,4.068900,4.027000,4.066900,4.066900,0
2016-01-28,4.105900,4.118800,4.032800,4.104900,4.104900,0
2016-01-29,4.067100,4.091000,4.001400,4.067000,4.067000,0
2016-02-01,3.994200,4.016900,3.962600,3.997100,3.997100,0
2016-02-02,3.958600,4.014000,3.952400,3.959700,3.959700,0
2016-02-03,3.985400,3.988100,3.936200,3.985300,3.985300,0
2016-02-04,3.892100,3.894300,3.835000,3.892300,3.892300,0
2016-02-05,3.886500,3.921000,3.863800,3.886200,3.886200,0
2016-02-08,3.894500,3.900900,3.875900,3.898500,3.898500,0
2016-02-09,3.893500,3.897000,3.885300,3.891600,3.891600,0
2016-02-10,3.882500,3.937200,3.864800,3.881500,3.881500,0
2016-02-11,3.926700,3.976400,3.920000,3.926300,3.926300,0
2016-02-12,3.988100,3.998400,3.967100,3.987500,3.987500,0
2016-02-15,4.008400,4.008400,3.972700,3.968200,3.968200,0
2016-02-16,3.995300,4.060000,3.967900,3.995000,3.995000,0
2016-02-17,4.064500,4.067500,3.977700,4.062500,4.062500,0
2016-02-18,3.980600,4.025000,3.969800,3.980900,3.980900,0
2016-02-19,4.024100,4.061000,4.022300,4.024600,4.024600,0
2016-02-22,4.027500,4.033500,3.941600,4.016400,4.016400,0
2016-02-23,3.943600,3.974700,3.935400,3.942800,3.942800,0
2016-02-24,3.953000,4.003900,3.950200,3.953500,3.953500,0
2016-02-25,3.955100,3.955500,3.916800,3.954400,3.954400,0
2016-02-26,3.952300,3.983800,3.928000,3.951900,3.951900,0
2016-02-29,3.993200,3.994100,3.948900,3.964700,3.964700,0
2016-03-01,4.012400,4.014100,3.970500,4.012900,4.012900,0
2016-03-02,3.922500,3.936900,3.891000,3.922000,3.922000,0
2016-03-03,3.889800,3.890000,3.832200,3.889300,3.889300,0
2016-03-04,3.796500,3.797200,3.650500,3.796100,3.796100,0
2016-03-07,3.754300,3.780600,3.733800,3.768800,3.768800,0
2016-03-08,3.781900,3.797800,3.756300,3.781100,3.781100,0
2016-03-09,3.752300,3.753800,3.681700,3.752700,3.752700,0
2016-03-10,3.677600,3.704900,3.638400,3.676900,3.676900,0
2016-03-11,3.614200,3.662300,3.586800,3.614000,3.614000,0
2016-03-14,3.578600,3.635700,3.572600,3.571700,3.571700,0
2016-03-15,3.659900,3.750500,3.654600,3.655000,3.655000,0
2016-03-16,3.764000,3.847000,3.759600,3.762300,3.762300,0
2016-03-17,3.738900,3.739900,3.625600,3.736600,3.736600,0
2016-03-18,3.620300,3.666200,3.602500,3.620600,3.620600,0
2016-03-21,3.619900,3.643900,3.599300,3.621100,3.621100,0
2016-03-22,3.612500,3.647100,3.584700,3.612600,3.612600,0
2016-03-23,3.578400,3.671900,3.573700,3.577800,3.577800,0
2016-03-24,3.680300,3.715800,3.674700,3.680100,3.680100,0
2016-03-25,3.677200,3.682700,3.650800,3.677200,3.677200,0
2016-03-28,3.653900,3.653900,3.634000,3.683500,3.683500,0
2016-03-29,3.640600,3.671800,3.599100,3.677200,3.677200,0
2016-03-30,3.634200,3.642800,3.595800,3.634900,3.634900,0
2016-03-31,3.598400,3.627000,3.529700,3.596100,3.596100,0
2016-04-01,3.587100,3.617100,3.536600,3.586500,3.586500,0
2016-04-04,3.548600,3.602600,3.531500,3.548600,3.548600,0
2016-04-05,3.618000,3.669500,3.601400,3.617200,3.617200,0
2016-04-06,3.673100,3.704900,3.651400,3.673700,3.673700,0
2016-04-07,3.636100,3.704700,3.613600,3.636400,3.636400,0
2016-04-08,3.682400,3.682400,3.614700,3.682600,3.682600,0
2016-04-11,3.584100,3.587700,3.504300,3.586200,3.586200,0
2016-04-12,3.487300,3.557200,3.465200,3.488500,3.488500,0
2016-04-13,3.484400,3.555900,3.482400,3.482500,3.482500,0
2016-04-14,3.492900,3.520200,3.490700,3.493500,3.493500,0
2016-04-15,3.472100,3.540000,3.446400,3.472500,3.472500,0
2016-04-18,3.524100,3.601400,3.475400,3.531000,3.531000,0
2016-04-19,3.608300,3.612200,3.536200,3.609900,3.609900,0
2016-04-20,3.524400,3.563000,3.504200,3.525300,3.525300,0
2016-04-21,3.524500,3.536000,3.503100,3.524400,3.524400,0
2016-04-22,3.524100,3.596200,3.522400,3.524400,3.524400,0
2016-04-25,3.559900,3.565700,3.534400,3.562300,3.562300,0
2016-04-26,3.549800,3.552300,3.520800,3.550400,3.550400,0
2016-04-27,3.521400,3.539900,3.510000,3.520200,3.520200,0
2016-04-28,3.520400,3.523600,3.477400,3.521500,3.521500,0
2016-04-29,3.480100,3.492100,3.424700,3.479700,3.479700,0
2016-05-02,3.431400,3.503800,3.412900,3.432800,3.432800,0
2016-05-03,3.496900,3.577100,3.481200,3.496500,3.496500,0
2016-05-04,3.555000,3.568200,3.525800,3.554900,3.554900,0
2016-05-05,3.545200,3.546200,3.504800,3.545400,3.545400,0
2016-05-06,3.534500,3.568600,3.513100,3.533100,3.533100,0
2016-05-09,3.504500,3.664100,3.473900,3.499000,3.499000,0
2016-05-10,3.513900,3.515500,3.465800,3.513000,3.513000,0
2016-05-11,3.470400,3.476000,3.443100,3.470400,3.470400,0
2016-05-12,3.448100,3.500400,3.422500,3.447000,3.447000,0
2016-05-13,3.477100,3.516600,3.460900,3.477100,3.477100,0
2016-05-16,3.527900,3.529400,3.492200,3.530200,3.530200,0
2016-05-17,3.495600,3.521500,3.476800,3.494500,3.494500,0
2016-05-18,3.479300,3.548500,3.479300,3.486100,3.486100,0
2016-05-19,3.557600,3.612800,3.531700,3.558500,3.558500,0
2016-05-20,3.533000,3.561200,3.533000,3.560900,3.560900,0
2016-05-23,3.537500,3.573000,3.510000,3.557300,3.557300,0
2016-05-24,3.566300,3.568400,3.539600,3.566500,3.566500,0
2016-05-25,3.559900,3.617800,3.546100,3.567300,3.567300,0
2016-05-26,3.577900,3.595000,3.560900,3.576900,3.576900,0
2016-05-27,3.555200,3.624200,3.555200,3.582700,3.582700,0
2016-05-30,3.581600,3.612300,3.581600,3.608900,3.608900,0
2016-05-31,3.566700,3.609100,3.551300,3.567400,3.567400,0
2016-06-01,3.584400,3.631400,3.572400,3.583200,3.583200,0
2016-06-02,3.591100,3.605600,3.564100,3.591000,3.591000,0
2016-06-03,3.579600,3.590000,3.525800,3.580100,3.580100,0
2016-06-06,3.529800,3.529800,3.499900,3.524500,3.524500,0
2016-06-07,3.483700,3.509500,3.449700,3.484500,3.484500,0
2016-06-08,3.437100,3.438700,3.370600,3.434900,3.434900,0
2016-06-09,3.357500,3.393700,3.335700,3.357500,3.357500,0
2016-06-10,3.396200,3.439500,3.390100,3.395900,3.395900,0
2016-06-13,3.398300,3.462300,3.393000,3.415800,3.415800,0
2016-06-14,3.477900,3.510300,3.450200,3.477300,3.477300,0
2016-06-15,3.455400,3.491300,3.455400,3.475100,3.475100,0
2016-06-16,3.470000,3.504600,3.468000,3.469300,3.469300,0
2016-06-17,3.461600,3.474500,3.418900,3.461200,3.461200,0
2016-06-20,3.414100,3.414200,3.370400,3.412800,3.412800,0
2016-06-21,3.390400,3.403900,3.352500,3.391700,3.391700,0
2016-06-22,3.412600,3.412600,3.375400,3.412100,3.412100,0
2016-06-23,3.374400,3.375600,3.337700,3.374300,3.374300,0
2016-06-24,3.335800,3.443200,3.315300,3.337000,3.337000,0
2016-06-27,3.367700,3.407100,3.362900,3.367700,3.367700,0
2016-06-28,3.387700,3.392600,3.306200,3.389300,3.389300,0
2016-06-29,3.301300,3.303000,3.225200,3.302500,3.302500,0
2016-06-30,3.236500,3.244700,3.190800,3.237600,3.237600,0
2016-07-01,3.210400,3.244000,3.191400,3.205900,3.205900,0
2016-07-04,3.233200,3.251900,3.210600,3.230600,3.230600,0
2016-07-05,3.288500,3.295300,3.254800,3.288500,3.288500,0
2016-07-06,3.296600,3.334600,3.282500,3.299100,3.299100,0
2016-07-07,3.326900,3.348100,3.319200,3.327000,3.327000,0
2016-07-08,3.361300,3.363100,3.280400,3.361100,3.361100,0
2016-07-11,3.295200,3.314800,3.274100,3.297700,3.297700,0
2016-07-12,3.305800,3.308900,3.260600,3.307200,3.307200,0
2016-07-13,3.292700,3.304000,3.274900,3.293500,3.293500,0
2016-07-14,3.261200,3.264900,3.212000,3.261600,3.261600,0
2016-07-15,3.248800,3.274500,3.229500,3.248400,3.248400,0
2016-07-18,3.270300,3.280900,3.244100,3.276600,3.276600,0
2016-07-19,3.248100,3.280400,3.231300,3.249400,3.249400,0
2016-07-20,3.248100,3.258300,3.229800,3.247900,3.247900,0
2016-07-21,3.250700,3.265900,3.238100,3.252700,3.252700,0
2016-07-22,3.267300,3.289600,3.248500,3.268600,3.268600,0
2016-07-25,3.251500,3.286000,3.236500,3.251500,3.251500,0
2016-07-26,3.283400,3.288600,3.268000,3.282100,3.282100,0
2016-07-27,3.273100,3.286700,3.255300,3.270000,3.270000,0
2016-07-28,3.258300,3.276800,3.237800,3.258600,3.258600,0
2016-07-29,3.282600,3.288600,3.226600,3.281900,3.281900,0
2016-08-01,3.246800,3.266300,3.238500,3.246200,3.246200,0
2016-08-02,3.256900,3.267900,3.234400,3.258400,3.258400,0
2016-08-03,3.254200,3.288200,3.251500,3.252800,3.252800,0
2016-08-04,3.234600,3.238100,3.195000,3.234600,3.234600,0
2016-08-05,3.186300,3.204000,3.157900,3.186900,3.186900,0
2016-08-08,3.160100,3.185800,3.139800,3.160700,3.160700,0
2016-08-09,3.167300,3.169800,3.123800,3.168600,3.168600,0
2016-08-10,3.142900,3.145300,3.110300,3.142900,3.142900,0
2016-08-11,3.126300,3.150000,3.101200,3.124700,3.124700,0
2016-08-12,3.139600,3.166500,3.118700,3.139000,3.139000,0
2016-08-15,3.189900,3.191700,3.156800,3.190500,3.190500,0
2016-08-16,3.185100,3.189900,3.155100,3.184800,3.184800,0
2016-08-17,3.197700,3.231400,3.193000,3.201200,3.201200,0
2016-08-18,3.204900,3.229900,3.181200,3.204800,3.204800,0
2016-08-19,3.238100,3.244100,3.217100,3.237900,3.237900,0
2016-08-22,3.205600,3.223600,3.201000,3.204500,3.204500,0
2016-08-23,3.198800,3.215700,3.184400,3.198700,3.198700,0
2016-08-24,3.235200,3.247400,3.226200,3.235500,3.235500,0
2016-08-25,3.223000,3.239000,3.214500,3.223300,3.223300,0
2016-08-26,3.228600,3.232700,3.186100,3.228300,3.228300,0
2016-08-29,3.263800,3.286800,3.238900,3.264100,3.264100,0
2016-08-30,3.229700,3.261400,3.206400,3.227600,3.227600,0
2016-08-31,3.236900,3.247200,3.216100,3.236800,3.236800,0
2016-09-01,3.226200,3.260000,3.201200,3.226000,3.226000,0
2016-09-02,3.249700,3.268000,3.221300,3.253200,3.253200,0
2016-09-05,3.255800,3.278600,3.246100,3.256100,3.256100,0
2016-09-06,3.267100,3.280600,3.220200,3.267200,3.267200,0
2016-09-07,3.195900,3.213000,3.174500,3.196300,3.196300,0
2016-09-08,3.190600,3.214200,3.163500,3.190700,3.190700,0
2016-09-09,3.214100,3.276000,3.212600,3.214900,3.214900,0
2016-09-12,3.271700,3.303000,3.266700,3.271700,3.271700,0
2016-09-13,3.243300,3.316000,3.243300,3.246900,3.246900,0
2016-09-14,3.312000,3.343800,3.298400,3.314100,3.314100,0
2016-09-15,3.343000,3.364400,3.313000,3.343500,3.343500,0
2016-09-16,3.299900,3.317200,3.286100,3.299800,3.299800,0
2016-09-19,3.265200,3.275600,3.251600,3.265500,3.265500,0
2016-09-20,3.271100,3.272100,3.244300,3.271200,3.271200,0
2016-09-21,3.256200,3.258900,3.228800,3.256100,3.256100,0
2016-09-22,3.209500,3.215500,3.179500,3.209600,3.209600,0
2016-09-23,3.219100,3.231300,3.200100,3.217000,3.217000,0
2016-09-26,3.243600,3.250000,3.232600,3.243200,3.243200,0
2016-09-27,3.241600,3.245500,3.218600,3.240600,3.240600,0
2016-09-28,3.232800,3.253100,3.230200,3.232600,3.232600,0
2016-09-29,3.217900,3.234300,3.211200,3.217800,3.217800,0
2016-09-30,3.259000,3.259400,3.229800,3.259300,3.259300,0
2016-10-03,3.260800,3.261200,3.224200,3.259800,3.259800,0
2016-10-04,3.208800,3.233200,3.203500,3.208700,3.208700,0
2016-10-05,3.256800,3.259400,3.225600,3.254500,3.254500,0
2016-10-06,3.218700,3.242000,3.214100,3.218500,3.218500,0
2016-10-07,3.226900,3.238700,3.189100,3.227200,3.227200,0
2016-10-10,3.221600,3.221600,3.197800,3.219300,3.219300,0
2016-10-11,3.203000,3.224100,3.196300,3.202700,3.202700,0
2016-10-12,3.195800,3.200900,3.191700,3.195900,3.195900,0
2016-10-13,3.200800,3.216200,3.193400,3.200700,3.200700,0
2016-10-14,3.177400,3.196300,3.155900,3.177300,3.177300,0
2016-10-17,3.203900,3.203900,3.185200,3.202000,3.202000,0
2016-10-18,3.203900,3.204600,3.175200,3.204200,3.204200,0
2016-10-19,3.183100,3.195200,3.163200,3.181700,3.181700,0
2016-10-20,3.166800,3.169100,3.149200,3.166100,3.166100,0
2016-10-21,3.135600,3.164000,3.134700,3.139100,3.139100,0
2016-10-24,3.145400,3.150900,3.115900,3.148900,3.148900,0
2016-10-25,3.124400,3.133900,3.098100,3.124500,3.124500,0
2016-10-26,3.110400,3.133000,3.106900,3.110400,3.110400,0
2016-10-27,3.139200,3.159300,3.127000,3.138800,3.138800,0
2016-10-28,3.161800,3.192600,3.154500,3.165300,3.165300,0
2016-10-31,3.203100,3.204700,3.163200,3.203100,3.203100,0
2016-11-01,3.197900,3.230100,3.173500,3.198200,3.198200,0
2016-11-02,3.235400,3.241400,3.219500,3.235100,3.235100,0
2016-11-03,3.252400,3.252500,3.218100,3.252600,3.252600,0
2016-11-04,3.258400,3.260400,3.227000,3.258400,3.258400,0
2016-11-07,3.232300,3.241400,3.184000,3.232300,3.232300,0
2016-11-08,3.200800,3.212600,3.186900,3.200900,3.200900,0
2016-11-09,3.167600,3.245100,3.162000,3.168100,3.168100,0
2016-11-10,3.232900,3.385300,3.206500,3.233000,3.233000,0
2016-11-11,3.394800,3.494100,3.382600,3.395600,3.395600,0
2016-11-14,3.391700,3.473100,3.386500,3.390000,3.390000,0
2016-11-15,3.439300,3.444200,3.431900,3.440300,3.440300,0
2016-11-16,3.441800,3.444200,3.399600,3.441700,3.441700,0
2016-11-17,3.450300,3.451600,3.373800,3.450700,3.450700,0
2016-11-18,3.431200,3.437100,3.369200,3.432400,3.432400,0
2016-11-21,3.383200,3.383200,3.336700,3.382300,3.382300,0
2016-11-22,3.387500,3.387500,3.327100,3.387400,3.387400,0
2016-11-23,3.362700,3.411600,3.349700,3.363600,3.363600,0
2016-11-24,3.430700,3.437700,3.382700,3.431100,3.431100,0
2016-11-25,3.390600,3.462400,3.387800,3.390700,3.390700,0
2016-11-28,3.421000,3.422200,3.386800,3.421000,3.421000,0
2016-11-29,3.406800,3.409900,3.376600,3.407200,3.407200,0
2016-11-30,3.453800,3.454000,3.378600,3.453800,3.453800,0
2016-12-01,3.404200,3.476400,3.382200,3.406300,3.406300,0
2016-12-02,3.576300,3.577300,3.443500,3.573000,3.573000,0
2016-12-05,3.474700,3.504300,3.441900,3.474700,3.474700,0
2016-12-06,3.420100,3.461400,3.416700,3.420000,3.420000,0
2016-12-07,3.406500,3.407700,3.364000,3.406300,3.406300,0
2016-12-08,3.381500,3.414500,3.369700,3.381600,3.381600,0
2016-12-09,3.374400,3.408000,3.350100,3.373700,3.373700,0
2016-12-12,3.377700,3.405600,3.336500,3.377000,3.377000,0
2016-12-13,3.337100,3.364200,3.317600,3.337300,3.337300,0
2016-12-14,3.333900,3.347100,3.302100,3.334200,3.334200,0
2016-12-15,3.368900,3.406600,3.346800,3.369000,3.369000,0
2016-12-16,3.367700,3.405000,3.343000,3.365700,3.365700,0
2016-12-19,3.392400,3.401100,3.366800,3.390400,3.390400,0
2016-12-20,3.363200,3.376800,3.348900,3.363900,3.363900,0
2016-12-21,3.353300,3.357300,3.324800,3.353100,3.353100,0
2016-12-22,3.325500,3.346000,3.315000,3.325400,3.325400,0
2016-12-23,3.285900,3.289300,3.259500,3.286300,3.286300,0
2016-12-26,3.269500,3.272800,3.269500,3.269500,3.269500,0
2016-12-27,3.269800,3.286400,3.266000,3.269600,3.269600,0
2016-12-28,3.269600,3.293800,3.253500,3.269400,3.269400,0
2016-12-29,3.284300,3.284300,3.242100,3.282500,3.282500,0
2016-12-30,3.252600,3.255100,3.249700,3.252300,3.252300,0
2017-01-02,3.253200,3.279700,3.242700,3.253200,3.253200,0
2017-01-03,3.284100,3.289700,3.247500,3.284000,3.284000,0
2017-01-04,3.263500,3.264300,3.218800,3.263500,3.263500,0
2017-01-05,3.214900,3.227600,3.199800,3.214100,3.214100,0
2017-01-06,3.197500,3.211800,3.189400,3.197700,3.197700,0
2017-01-09,3.222400,3.227000,3.196100,3.222200,3.222200,0
2017-01-10,3.193100,3.197000,3.179400,3.195500,3.195500,0
2017-01-11,3.194400,3.222500,3.188300,3.194500,3.194500,0
2017-01-12,3.196000,3.197200,3.156600,3.196300,3.196300,0
2017-01-13,3.186400,3.219200,3.179900,3.186800,3.186800,0
2017-01-16,3.219800,3.230800,3.211500,3.186800,3.186800,0
2017-01-17,3.239900,3.241300,3.198500,3.240500,3.240500,0
2017-01-18,3.209900,3.227800,3.180500,3.209800,3.209800,0
2017-01-19,3.230300,3.233400,3.198900,3.229600,3.229600,0
2017-01-20,3.192900,3.198300,3.184000,3.194900,3.194900,0
2017-01-23,3.168900,3.171600,3.155100,3.142300,3.142300,0
2017-01-24,3.161500,3.171100,3.156900,3.161700,3.161700,0
2017-01-25,3.168700,3.170900,3.159100,3.168700,3.168700,0
2017-01-26,3.168900,3.187800,3.148300,3.168500,3.168500,0
2017-01-27,3.175700,3.179800,3.144100,3.176100,3.176100,0
2017-01-30,3.138700,3.151200,3.118300,3.109600,3.109600,0
2017-01-31,3.125200,3.135300,3.105600,3.125500,3.125500,0
2017-02-01,3.147900,3.160300,3.134400,3.150100,3.150100,0
2017-02-02,3.128100,3.129900,3.107800,3.128000,3.128000,0
2017-02-03,3.122200,3.135600,3.104600,3.122500,3.122500,0
2017-02-06,3.116000,3.123900,3.106400,3.119500,3.119500,0
2017-02-07,3.114800,3.133300,3.111700,3.113700,3.113700,0
